#Spiegel;http://www.spiegel.de/schlagzeilen/rss/0,5291,676,00.xml 
#Guardian World;http://www.guardian.co.uk/rssfeed/0,15065,12,00.xml 
#About Python;http://z.about.com/6/g/python/b/index.xml 
#About Google;http://z.about.com/6/g/google/b/index.xml 
#About Home Recording;http://z.about.com/6/g/homerecording/b/index.xml 
#About PHP;http://z.about.com/6/g/php/b/index.xml 
#About Plus-Size;http://z.about.com/6/g/plussize/b/index.xml 
#About Terrorism;http://z.about.com/6/g/terrorism/b/index.xml 
#About Weather;http://z.about.com/6/g/weather/b/index.xml 
#About Web Design;http://z.about.com/6/g/webdesign/b/index.xml 
#About Web Search;http://z.about.com/6/g/websearch/b/index.xml 
dealsea;http://dealsea.com/exec/rss/
#newegg;http://www.newegg.com/Product/RSS.aspx?Submit=RSSDailyDeals
#BX;http://finance.yahoo.com/rss/SeekingAlpha?s=BX
#France24;http://www.france24.com/france24Public/rss.do?cat=1&language=fr 
#xinhua;http://rss.xinhuanet.com/rss/native.xml
#sina;http://rss.sina.com.cn/book/observe10.xml
