History prices for ^GSPC
tradedate, open, high, low, close, volume
10/31/2007,1532.15,1552.76,1529.4,1549.38,3953070000.0
11/01/2007,1545.79,1545.79,1506.66,1508.44,4241470000.0
11/02/2007,1511.07,1513.15,1492.53,1509.65,4285990000.0
11/05/2007,1505.61,1510.84,1489.95,1502.17,3819330000.0
11/06/2007,1505.33,1520.77,1499.07,1520.27,3879160000.0
11/07/2007,1515.46,1515.46,1475.04,1475.62,4353160000.0
11/08/2007,1475.27,1482.5,1450.31,1474.77,5439720000.0
11/09/2007,1467.59,1474.09,1448.51,1453.7,4587050000.0
11/12/2007,1453.66,1464.94,1438.53,1439.18,4192520000.0
11/13/2007,1441.35,1481.37,1441.35,1481.05,4141310000.0
11/14/2007,1483.4,1492.14,1466.47,1470.58,4031470000.0
11/15/2007,1468.04,1472.67,1443.49,1451.15,3941010000.0
11/16/2007,1453.09,1462.18,1443.99,1458.74,4168870000.0
11/19/2007,1456.7,1456.7,1430.42,1433.27,4119650000.0
11/20/2007,1434.51,1452.64,1419.28,1439.7,4875150000.0
11/21/2007,1434.71,1436.4,1415.64,1416.77,4076230000.0
11/23/2007,1417.62,1440.86,1417.62,1440.7,1612720000.0
11/26/2007,1440.74,1446.09,1406.1,1407.22,3706470000.0
11/27/2007,1409.59,1429.49,1407.43,1428.23,4320720000.0
11/28/2007,1432.95,1471.62,1432.95,1469.02,4508020000.0
11/29/2007,1467.41,1473.81,1458.36,1469.72,3524730000.0
11/30/2007,1471.83,1488.94,1470.89,1481.14,4422200000.0
12/03/2007,1479.63,1481.16,1470.08,1472.42,3323250000.0
12/04/2007,1471.34,1471.34,1460.66,1462.79,3343620000.0
12/05/2007,1465.22,1486.09,1465.22,1485.01,3663660000.0
12/06/2007,1484.59,1508.02,1482.19,1507.34,3568570000.0
12/07/2007,1508.6,1510.63,1502.66,1504.66,3177710000.0
12/10/2007,1505.11,1518.27,1504.96,1515.96,2911760000.0
12/11/2007,1516.68,1523.57,1475.99,1477.65,4080180000.0
12/12/2007,1487.58,1511.96,1468.23,1486.59,4482120000.0
12/13/2007,1483.27,1489.4,1469.21,1488.41,3635170000.0
12/14/2007,1486.19,1486.67,1467.78,1467.95,3401050000.0
12/17/2007,1465.05,1465.05,1445.43,1445.9,3569030000.0
12/18/2007,1445.92,1460.16,1435.65,1454.98,3723690000.0
12/19/2007,1454.7,1464.42,1445.31,1453.0,3401300000.0
12/20/2007,1456.42,1461.53,1447.22,1460.12,3526890000.0
12/21/2007,1463.19,1485.4,1463.19,1484.46,4508590000.0
12/24/2007,1484.55,1497.63,1484.55,1496.45,1267420000.0
12/26/2007,1495.12,1498.85,1488.2,1497.66,2010500000.0
12/27/2007,1495.05,1495.05,1475.86,1476.27,2365770000.0
12/28/2007,1479.83,1488.01,1471.7,1478.49,2420510000.0
12/31/2007,1475.25,1475.83,1465.13,1468.36,2440880000.0
01/02/2008,1467.97,1471.77,1442.07,1447.16,3452650000.0
01/03/2008,1447.55,1456.8,1443.73,1447.16,3429500000.0
01/04/2008,1444.01,1444.01,1411.19,1411.63,4166000000.0
01/07/2008,1414.07,1423.87,1403.45,1416.18,4221260000.0
01/08/2008,1415.71,1430.28,1388.3,1390.19,4705390000.0
01/09/2008,1390.25,1409.19,1378.7,1409.13,5351030000.0
01/10/2008,1406.78,1429.09,1395.31,1420.33,5170490000.0
01/11/2008,1419.91,1419.91,1394.83,1401.02,4495840000.0
01/14/2008,1402.91,1417.89,1402.91,1416.25,3682090000.0
01/15/2008,1411.88,1411.88,1380.6,1380.95,4601640000.0
01/16/2008,1377.41,1391.99,1364.27,1373.2,5440620000.0
01/17/2008,1374.79,1377.72,1330.67,1333.25,5303130000.0
01/18/2008,1333.9,1350.28,1312.51,1325.19,6004840000.0
01/22/2008,1312.94,1322.09,1274.29,1310.5,6544690000.0
01/23/2008,1310.41,1339.09,1270.05,1338.6,3241680000.0
01/24/2008,1340.13,1355.15,1334.31,1352.07,5735300000.0
01/25/2008,1357.32,1368.56,1327.5,1330.61,4882250000.0
01/28/2008,1330.7,1353.97,1322.26,1353.96,4100930000.0
01/29/2008,1355.94,1364.93,1350.19,1362.3,4232960000.0
01/30/2008,1362.22,1385.86,1352.95,1355.81,4742760000.0
01/31/2008,1351.98,1385.62,1334.08,1378.55,4970290000.0
02/01/2008,1378.6,1396.02,1375.93,1395.42,4650770000.0
02/04/2008,1395.38,1395.38,1379.69,1380.82,3495780000.0
02/05/2008,1380.28,1380.28,1336.64,1336.64,4315740000.0
02/06/2008,1339.48,1351.96,1324.34,1326.45,4008120000.0
02/07/2008,1324.01,1347.16,1316.75,1336.91,4589160000.0
02/08/2008,1336.88,1341.22,1321.06,1331.29,3768490000.0
02/11/2008,1331.92,1341.4,1320.32,1339.13,3593140000.0
02/12/2008,1340.55,1362.1,1339.36,1348.86,4044640000.0
02/13/2008,1353.12,1369.23,1350.78,1367.21,3856420000.0
02/14/2008,1367.33,1368.16,1347.31,1348.86,3644760000.0
02/15/2008,1347.52,1350.0,1338.13,1349.99,3583300000.0
02/19/2008,1355.86,1367.28,1345.05,1348.78,3613550000.0
02/20/2008,1348.39,1363.71,1336.55,1360.03,3870520000.0
02/21/2008,1362.21,1367.94,1339.34,1342.53,3696660000.0
02/22/2008,1344.22,1354.3,1327.04,1353.11,3572660000.0
02/25/2008,1352.75,1374.36,1346.03,1371.8,3866350000.0
02/26/2008,1371.76,1387.34,1363.29,1381.29,4096060000.0
02/27/2008,1378.95,1388.34,1372.0,1380.02,3904700000.0
02/28/2008,1378.16,1378.16,1363.16,1367.68,3938580000.0
02/29/2008,1364.07,1364.07,1325.42,1330.63,4426730000.0
03/03/2008,1330.45,1335.13,1320.04,1331.34,4117570000.0
03/04/2008,1329.58,1331.03,1307.39,1326.75,4757180000.0
03/05/2008,1327.69,1344.19,1320.22,1333.7,4277710000.0
03/06/2008,1332.2,1332.2,1303.42,1304.34,4323460000.0
03/07/2008,1301.53,1313.24,1282.43,1293.37,4565410000.0
03/10/2008,1293.16,1295.01,1272.66,1273.37,4261240000.0
03/11/2008,1274.4,1320.65,1274.4,1320.65,5109080000.0
03/12/2008,1321.13,1333.26,1307.86,1308.77,4414280000.0
03/13/2008,1305.26,1321.68,1282.11,1315.48,5073360000.0
03/14/2008,1316.05,1321.47,1274.86,1288.14,5153780000.0
03/17/2008,1283.21,1287.5,1256.98,1276.6,5683010000.0
03/18/2008,1277.16,1330.74,1277.16,1330.74,5335630000.0
03/19/2008,1330.97,1341.51,1298.42,1298.42,1203830000.0
03/20/2008,1299.67,1330.67,1295.22,1329.51,6145220000.0
03/24/2008,1330.29,1359.68,1330.29,1349.88,4499000000.0
03/25/2008,1349.07,1357.47,1341.21,1352.99,4145120000.0
03/26/2008,1352.45,1352.45,1336.41,1341.13,4055670000.0
03/27/2008,1340.34,1345.62,1325.66,1325.76,4037930000.0
03/28/2008,1327.02,1334.87,1312.95,1315.22,3686980000.0
03/31/2008,1315.92,1328.52,1312.81,1322.7,4188990000.0
04/01/2008,1326.41,1370.18,1326.41,1370.18,4745120000.0
04/02/2008,1369.96,1377.95,1361.55,1367.53,4320440000.0
04/03/2008,1365.69,1375.66,1358.68,1369.31,3920100000.0
04/04/2008,1369.85,1380.91,1362.83,1370.4,3703100000.0
04/07/2008,1373.69,1386.74,1369.02,1372.54,3747780000.0
04/08/2008,1370.16,1370.16,1360.62,1365.54,3602500000.0
04/09/2008,1365.5,1368.39,1349.97,1354.49,3556670000.0
04/10/2008,1355.37,1367.24,1350.11,1360.55,3686150000.0
04/11/2008,1357.98,1357.98,1331.21,1332.83,3723790000.0
04/14/2008,1332.2,1335.64,1326.16,1328.32,3565020000.0
04/15/2008,1331.72,1337.72,1324.35,1334.43,3581230000.0
04/16/2008,1337.02,1365.49,1337.02,1364.71,4260370000.0
04/17/2008,1363.37,1368.6,1357.25,1365.56,3713880000.0
04/18/2008,1369.0,1395.9,1369.0,1390.33,4222380000.0
04/21/2008,1387.72,1390.23,1379.25,1388.17,3420570000.0
04/22/2008,1386.43,1386.43,1369.84,1375.94,3821900000.0
04/23/2008,1378.4,1387.87,1372.24,1379.93,4103610000.0
04/24/2008,1380.52,1397.72,1371.09,1388.82,4461660000.0
04/25/2008,1387.88,1399.11,1379.98,1397.84,3891150000.0
04/28/2008,1397.96,1402.9,1394.4,1396.37,3607000000.0
04/29/2008,1395.61,1397.0,1386.7,1390.94,3815320000.0
04/30/2008,1391.22,1404.57,1384.25,1385.59,4508890000.0
05/01/2008,1385.97,1410.07,1383.07,1409.34,4448780000.0
05/02/2008,1409.16,1422.72,1406.25,1413.9,3953030000.0
05/05/2008,1415.34,1415.34,1404.37,1407.49,3410090000.0
05/06/2008,1405.6,1421.57,1397.1,1418.26,3924100000.0
05/07/2008,1417.49,1419.54,1391.16,1392.57,4075860000.0
05/08/2008,1394.29,1402.35,1389.39,1397.68,3827550000.0
05/09/2008,1394.9,1394.9,1384.11,1388.28,3518620000.0
05/12/2008,1389.4,1404.06,1386.2,1403.58,3370630000.0
05/13/2008,1404.4,1406.3,1396.26,1403.04,4018590000.0
05/14/2008,1405.65,1420.19,1405.65,1408.66,3979370000.0
05/15/2008,1408.36,1424.4,1406.87,1423.57,3836480000.0
05/16/2008,1423.89,1425.82,1414.35,1425.35,3842590000.0
05/19/2008,1425.28,1440.24,1421.63,1426.63,3683970000.0
05/20/2008,1424.49,1424.49,1409.09,1413.4,3854320000.0
05/21/2008,1414.06,1419.12,1388.81,1390.71,4517990000.0
05/22/2008,1390.83,1399.07,1390.23,1394.35,3955960000.0
05/23/2008,1392.2,1392.2,1373.72,1375.93,3516380000.0
05/27/2008,1375.97,1387.4,1373.07,1385.35,3588860000.0
05/28/2008,1386.54,1391.25,1378.16,1390.84,3927240000.0
05/29/2008,1390.5,1406.32,1388.59,1398.26,3894440000.0
05/30/2008,1398.36,1404.46,1398.08,1400.38,3845630000.0
06/02/2008,1399.62,1399.62,1377.79,1385.67,3714320000.0
06/03/2008,1386.42,1393.12,1370.12,1377.65,4396380000.0
06/04/2008,1376.26,1388.18,1371.74,1377.2,4338640000.0
06/05/2008,1377.48,1404.05,1377.48,1404.05,4350790000.0
06/06/2008,1400.06,1400.06,1359.9,1360.68,4771660000.0
06/09/2008,1360.83,1370.63,1350.62,1361.76,4404570000.0
06/10/2008,1358.98,1366.84,1351.56,1358.44,4635070000.0
06/11/2008,1357.09,1357.09,1335.47,1335.49,4779980000.0
06/12/2008,1335.78,1353.03,1331.29,1339.87,4734240000.0
06/13/2008,1341.81,1360.03,1341.71,1360.03,4080420000.0
06/16/2008,1358.85,1364.7,1352.07,1360.14,3706940000.0
06/17/2008,1360.71,1366.59,1350.54,1350.93,3801960000.0
06/18/2008,1349.59,1349.59,1333.4,1337.81,4573570000.0
06/19/2008,1336.89,1347.66,1330.5,1342.83,4811670000.0
06/20/2008,1341.02,1341.02,1314.46,1317.93,5324900000.0
06/23/2008,1319.77,1323.78,1315.31,1318.0,4186370000.0
06/24/2008,1317.23,1326.02,1304.42,1314.29,4705050000.0
06/25/2008,1314.54,1335.63,1314.54,1321.97,4825640000.0
06/26/2008,1316.29,1316.29,1283.15,1283.15,5231280000.0
06/27/2008,1283.6,1289.45,1272.0,1278.38,6208260000.0
06/30/2008,1278.06,1290.31,1274.86,1280.0,5032330000.0
07/01/2008,1276.69,1285.31,1260.68,1284.91,5846290000.0
07/02/2008,1285.82,1292.17,1261.51,1261.52,5276090000.0
07/03/2008,1262.96,1271.48,1252.01,1262.9,3247590000.0
07/07/2008,1262.9,1273.95,1240.68,1252.31,5265420000.0
07/08/2008,1251.84,1274.17,1242.84,1273.7,6034110000.0
07/09/2008,1273.38,1277.36,1244.57,1244.69,5181000000.0
07/10/2008,1245.25,1257.65,1236.76,1253.39,5840430000.0
07/11/2008,1248.66,1257.27,1225.35,1239.49,6742200000.0
07/14/2008,1241.61,1253.5,1225.01,1228.3,5434860000.0
07/15/2008,1226.83,1234.35,1200.44,1214.91,7363640000.0
07/16/2008,1214.65,1245.52,1211.39,1245.36,6738630400.0
07/17/2008,1246.31,1262.31,1241.49,1260.32,7365209600.0
07/18/2008,1258.22,1262.23,1251.81,1260.68,5653280000.0
07/21/2008,1261.82,1267.74,1255.7,1260.0,4630640000.0
07/22/2008,1257.08,1277.42,1248.83,1277.0,6180230000.0
07/23/2008,1278.87,1291.17,1276.06,1282.19,6705830000.0
07/24/2008,1283.22,1283.22,1251.48,1252.54,6127980000.0
07/25/2008,1253.51,1263.23,1251.75,1257.76,4672560000.0
07/28/2008,1257.76,1260.09,1234.37,1234.37,4282960000.0
07/29/2008,1236.38,1263.2,1236.38,1263.2,5414240000.0
07/30/2008,1264.52,1284.33,1264.52,1284.26,5631330000.0
07/31/2008,1281.37,1284.93,1265.97,1267.38,5346050000.0
08/01/2008,1269.42,1270.52,1254.54,1260.31,4684870000.0
08/04/2008,1253.27,1260.49,1247.45,1249.01,4562280000.0
08/05/2008,1254.87,1284.88,1254.67,1284.88,1219310000.0
08/06/2008,1283.99,1291.67,1276.0,1289.19,4873420000.0
08/07/2008,1286.51,1286.51,1264.29,1266.07,5319380000.0
08/08/2008,1266.29,1297.85,1262.11,1296.32,4966810000.0
08/11/2008,1294.42,1313.15,1291.41,1305.32,5067310000.0
08/12/2008,1304.79,1304.79,1285.64,1289.59,3535722240.0
08/13/2008,1288.64,1288.64,1276.77,1278.92,3539364096.0
