39605.0,15,481,1,497,0.031185031185,-0.937625754527
39608.0,177,317,2,496,0.558359621451,-0.282258064516
39609.0,314,178,4,496,1.76404494382,0.274193548387
39610.0,49,446,1,496,0.109865470852,-0.800403225806
39611.0,258,232,6,496,1.11206896552,0.0524193548387
39612.0,400,92,4,496,4.34782608696,0.620967741935
39615.0,350,143,3,496,2.44755244755,0.417338709677
39616.0,87,408,1,496,0.213235294118,-0.647177419355
39617.0,149,342,5,496,0.43567251462,-0.389112903226
39618.0,365,126,5,496,2.89682539683,0.48185483871
39619.0,73,422,1,496,0.172985781991,-0.703629032258
39622.0,145,344,7,496,0.421511627907,-0.401209677419
39623.0,238,254,4,496,0.937007874016,-0.0322580645161
39624.0,325,169,2,496,1.92307692308,0.314516129032
39625.0,46,448,2,496,0.102678571429,-0.810483870968
39626.0,190,304,2,496,0.625,-0.229838709677
39629.0,221,265,10,496,0.833962264151,-0.0887096774194
39630.0,368,124,4,496,2.96774193548,0.491935483871
39631.0,62,434,0,496,0.142857142857,-0.75
39632.0,165,327,4,496,0.504587155963,-0.326612903226
39636.0,127,364,5,496,0.348901098901,-0.477822580645
39637.0,411,82,3,496,5.01219512195,0.663306451613
39638.0,75,420,1,496,0.178571428571,-0.695564516129
39639.0,288,205,3,496,1.40487804878,0.167338709677
39640.0,245,248,3,496,0.987903225806,-0.00604838709677
39643.0,75,420,1,496,0.178571428571,-0.695564516129
39644.0,286,206,4,496,1.38834951456,0.161290322581
39645.0,391,103,2,496,3.79611650485,0.58064516129
39646.0,324,170,2,496,1.90588235294,0.310483870968
39647.0,233,260,3,496,0.896153846154,-0.054435483871
39650.0,197,297,2,496,0.6632996633,-0.201612903226
39651.0,382,110,4,496,3.47272727273,0.548387096774
39652.0,302,192,2,496,1.57291666667,0.221774193548
39653.0,63,432,1,496,0.145833333333,-0.743951612903
39654.0,217,274,5,496,0.79197080292,-0.114919354839
39657.0,74,420,2,496,0.17619047619,-0.697580645161
39658.0,425,69,2,496,6.15942028986,0.717741935484
39659.0,309,182,5,496,1.6978021978,0.256048387097
39660.0,230,258,8,496,0.891472868217,-0.0564516129032
39661.0,153,341,2,496,0.448680351906,-0.379032258065
39664.0,200,290,6,496,0.689655172414,-0.181451612903
39665.0,441,54,1,496,8.16666666667,0.780241935484
39666.0,327,165,4,496,1.98181818182,0.326612903226
39667.0,128,367,1,496,0.348773841962,-0.48185483871
39668.0,440,54,2,496,8.14814814815,0.778225806452
39671.0,381,114,1,496,3.34210526316,0.538306451613
39672.0,150,345,1,496,0.434782608696,-0.39314516129
39673.0,203,292,1,496,0.695205479452,-0.179435483871
39674.0,400,95,1,496,4.21052631579,0.614919354839
39675.0,300,190,6,496,1.57894736842,0.221774193548
39678.0,42,454,0,496,0.0925110132159,-0.83064516129
39679.0,151,343,2,496,0.440233236152,-0.387096774194
39680.0,229,262,5,496,0.874045801527,-0.0665322580645
39681.0,372,121,3,496,3.07438016529,0.506048387097
39682.0,352,138,6,496,2.55072463768,0.431451612903
39685.0,41,452,3,496,0.0907079646018,-0.828629032258
39686.0,308,182,6,496,1.69230769231,0.254032258065
39687.0,393,98,5,496,4.01020408163,0.594758064516
39688.0,393,97,6,496,4.05154639175,0.596774193548
39689.0,146,345,5,496,0.423188405797,-0.401209677419
39693.0,127,364,5,496,0.348901098901,-0.477822580645
39694.0,270,220,6,496,1.22727272727,0.100806451613
39695.0,44,450,2,496,0.0977777777778,-0.818548387097
39696.0,354,137,5,496,2.58394160584,0.4375
39699.0,257,239,0,496,1.07531380753,0.0362903225806
39700.0,40,454,2,496,0.0881057268722,-0.834677419355
39701.0,229,265,2,496,0.864150943396,-0.0725806451613
39702.0,454,42,0,496,10.8095238095,0.83064516129
39703.0,383,113,0,496,3.38938053097,0.54435483871
39706.0,174,319,3,496,0.545454545455,-0.292338709677
39707.0,416,79,1,496,5.26582278481,0.679435483871
39708.0,47,448,1,496,0.104910714286,-0.808467741935
39709.0,391,101,4,496,3.87128712871,0.584677419355
39710.0,184,282,30,496,0.652482269504,-0.197580645161
39713.0,37,459,0,496,0.0806100217865,-0.850806451613
39714.0,92,403,1,496,0.228287841191,-0.627016129032
39715.0,191,298,7,496,0.640939597315,-0.215725806452
39716.0,341,152,3,496,2.24342105263,0.381048387097
39717.0,375,118,3,496,3.17796610169,0.51814516129
39720.0,8,488,0,496,0.016393442623,-0.967741935484
39721.0,360,130,6,496,2.76923076923,0.463709677419
39722.0,238,256,2,496,0.9296875,-0.0362903225806
